Wall time,Step,ep_len_mean,ep_rew_mean
1679658177.84347,2048,475.333343505859,-663.822814941406
1679658208.99939,6144,1104.19995117188,-22.862361907959
1679658224.0967,8192,1104.19995117188,-22.862361907959
1679658239.65838,10240,1420.5,337.850311279297
1679658286.0463,16384,1815.875,804.681823730469
1679658316.5033,20480,1947.66662597656,988.084838867188
1679658333.16693,22528,2053.10009765625,1115.62683105469
1679658348.52727,24576,2139.36352539063,1216.97253417969
1679658394.81998,30720,2272.07690429687,1420.767578125
1679658410.49826,32768,2324.21435546875,1508.43212890625
1679658425.48064,34816,2324.21435546875,1508.43212890625
1679658440.89372,36864,2369.39990234375,1573.84362792969
1679658456.35558,38912,2408.9375,1628.18627929688
1679658471.28326,40960,2408.9375,1628.18627929688
1679658486.75516,43008,2443.82348632812,1676.16479492188
1679658502.16928,45056,2474.83325195312,1722.84802246094
1679658517.21375,47104,2474.83325195312,1722.84802246094
1679658532.72635,49152,2502.57885742187,1768.72082519531
1679658563.03776,53248,2527.55004882812,1817.15454101563
1679658578.40307,55296,2550.14282226562,1857.96813964844
1679658594.03404,57344,2570.68188476563,1894.82336425781
1679658609.07123,59392,2570.68188476563,1894.82336425781
1679658624.5015,61440,2589.43481445313,1923.7431640625
1679658639.87963,63488,2606.625,1952.46838378906
1679658654.7635,65536,2606.625,1952.46838378906
1679658670.61574,67584,2622.43994140625,1984.03601074219
1679658686.14811,69632,2637.03857421875,2011.95568847656
1679658701.98285,71680,2650.5556640625,2040.25756835937
1679658733.33903,75776,2663.10717773437,2068.90893554687
1679658748.96205,77824,2674.79321289062,2098.8330078125
1679658764.27848,79872,2674.79321289062,2098.8330078125
1679658779.68799,81920,2685.69995117187,2130.17651367187
1679658795.05933,83968,2695.9033203125,2157.10302734375
1679658825.49946,88064,2705.46875,2183.74169921875
1679658840.90067,90112,2714.45458984375,2211.80346679688
1679658887.31293,96256,2730.8857421875,2254.96142578125
1679658902.34555,98304,2730.8857421875,2254.96142578125
1679658917.64203,100352,2738.41674804687,2269.99829101562
1679658932.81297,102400,2745.54052734375,2283.95532226562
1679658947.75192,104448,2745.54052734375,2283.95532226562
1679658963.39355,106496,2752.28955078125,2299.56860351562
1679658979.23187,108544,2758.6923828125,2314.49853515625
1679658995.35411,110592,2764.77490234375,2327.23510742187
1679659010.22786,112640,2764.77490234375,2327.23510742187
1679659025.63074,114688,2770.56103515625,2334.86889648437
1679659055.94901,118784,2776.07153320313,2338.95825195312
1679659071.35951,120832,2781.32568359375,2348.30786132812
1679659101.58611,124928,2786.3408203125,2355.77172851562
1679659117.22722,126976,2791.13330078125,2363.78588867187
1679659133.30455,129024,2795.71728515625,2372.15112304687
1679659148.50427,131072,2795.71728515625,2372.15112304687
1679659179.81249,135168,2802.8125,2364.05859375
1679659195.05221,137216,2802.8125,2364.05859375
1679659210.71575,139264,2806.87744140625,2369.57275390625
1679659226.28206,141312,2808.32006835938,2353.958984375
1679659257.14617,145408,2812.11767578125,2367.44921875
1679659273.08645,147456,2815.76928710937,2378.70141601562
1679659288.63792,149504,2819.28295898437,2391.92504882813
1679659303.64957,151552,2819.28295898437,2391.92504882813
1679659334.84262,155648,2825.92724609375,2418.9052734375
1679659349.75091,157696,2825.92724609375,2418.9052734375
1679659365.50429,159744,2829.07153320313,2430.271484375
1679659380.939,161792,2832.10522460937,2445.21655273437
1679659395.83604,163840,2832.10522460937,2445.21655273437
1679659411.39947,165888,2835.03442382812,2459.09692382812
1679659426.92141,167936,2837.86450195312,2474.91772460938
1679659441.87566,169984,2837.86450195312,2474.91772460938
1679659457.2489,172032,2840.60009765625,2489.11694335938
1679659472.69671,174080,2843.24584960937,2504.52270507812
1679659487.66276,176128,2843.24584960937,2504.52270507812
1679659503.12236,178176,2845.80639648438,2520.2587890625
1679659518.61686,180224,2848.28564453125,2534.87280273437
1679659533.5254,182272,2848.28564453125,2534.87280273437
1679659548.94612,184320,2850.6875,2548.12377929687
1679659564.4753,186368,2853.01538085937,2562.38671875
1679659594.58077,190464,2855.27270507813,2578.37646484375
1679659625.18604,194560,2859.58813476562,2610.98120117187
1679659640.17358,196608,2859.58813476562,2610.98120117187
1679659656.43727,198656,2861.65209960937,2626.578125
1679659702.33937,204800,2865.60571289063,2658.62475585938
1679659717.65591,206848,2867.5,2673.73022460937
1679659732.56604,208896,2867.5,2673.73022460937
1679659763.44962,212992,2871.13525390625,2703.79467773437
1679659778.47788,215040,2871.13525390625,2703.79467773437
1679659809.11081,219136,2870.26318359375,2712.68579101562
1679659824.397,221184,2859.41552734375,2696.09252929687
1679659839.84195,223232,2847.37182617187,2678.1787109375
1679659855.21371,225280,2841.62036132812,2668.11303710937
1679659870.10543,227328,2841.62036132812,2668.11303710937
1679659885.79024,229376,2843.625,2680.392578125
1679659901.9525,231424,2845.58032226562,2693.28149414063
1679659932.19201,235520,2847.48779296875,2706.59130859375
1679659947.43805,237568,2849.34936523437,2719.20654296875
1679659962.85763,239616,2851.16674804688,2730.65600585937
1679659977.8543,241664,2851.16674804688,2730.65600585937
1679659993.27292,243712,2852.94116210938,2742.6884765625
1679660008.66075,245760,2854.67431640625,2754.232421875
1679660023.36845,247808,2854.67431640625,2754.232421875
1679660038.72079,249856,2856.36791992188,2765.06225585937
1679660054.11193,251904,2858.02270507812,2775.89306640625
1679660068.97792,253952,2858.02270507812,2775.89306640625
1679660099.78235,258048,2861.22216796875,2793.10864257812
1679660114.7779,260096,2861.22216796875,2793.10864257812
1679660130.24849,262144,2862.76928710937,2801.32983398437
