Wall time,Step,Value
1679641493.0541017,8192,-187.80609130859375
1679641508.3196743,10240,106.93316650390625
1679641600.7941754,22528,425.9422302246094
1679641664.0248594,30720,290.15802001953125
1679641679.4299042,32768,270.58905029296875
1679641726.253758,38912,208.29708862304688
1679641741.5371885,40960,210.5035400390625
1679641756.9492805,43008,212.4348602294922
1679641788.4712994,47104,198.0233612060547
1679641804.0678573,49152,205.2648468017578
1679641850.348032,55296,213.81378173828125
1679641865.845332,57344,209.99285888671875
1679641957.4701614,69632,312.2115478515625
1679642033.0068119,79872,407.75762939453125
1679642063.599336,83968,486.7507629394531
1679642168.9934876,98304,631.6292724609375
1679642184.297417,100352,662.7326049804688
1679642199.536466,102400,698.764892578125
1679642229.6383812,106496,733.1502075195312
1679642275.260371,112640,802.6677856445312
1679642320.6555057,118784,868.4202270507812
1679642366.139054,124928,935.9852294921875
1679642381.6077063,126976,968.5648193359375
1679642397.1951206,129024,998.4403686523438
1679642412.8249545,131072,998.4403686523438
1679642443.526617,135168,1058.9700927734375
1679642458.365449,137216,1058.9700927734375
1679642473.892687,139264,1086.3072509765625
1679642489.2970145,141312,1114.4324951171875
1679642520.4153824,145408,1140.4156494140625
1679642535.7260418,147456,1165.6541748046875
1679642628.254164,159744,1260.6943359375
1679642659.0403054,163840,1280.76025390625
1679642674.36294,165888,1298.64794921875
1679642704.6307938,169984,1317.3936767578125
1679642751.0417874,176128,1352.6612548828125
1679642812.7531078,184320,1399.4527587890625
1679642965.6220915,204800,1512.22509765625
1679642980.787304,206848,1529.6851806640625
1679643026.6297631,212992,1518.56298828125
1679643072.590748,219136,1524.4051513671875
1679643087.3523555,221184,1524.4051513671875
1679643118.1665936,225280,1545.851318359375
1679643225.4988158,239616,1603.10400390625
1679643302.9985342,249856,1687.070068359375
1679643364.0540833,258048,1798.5965576171875
1679643378.7142143,260096,1798.5965576171875
1679643409.7239954,264192,1845.5321044921875
1679643439.8561382,268288,1855.361572265625
1679643455.2226043,270336,1865.6641845703125
1679643530.4891071,280576,1945.6412353515625
1679643545.7506745,282624,1977.457763671875
1679643652.580134,296960,2150.5986328125
1679643682.8616743,301056,2190.6142578125
1679643698.2227333,303104,2227.699462890625
1679643743.6504087,309248,2299.709228515625
1679643849.8008633,323584,2477.537841796875
1679643895.3865876,329728,2545.4296875
1679643926.3447125,333824,2579.281494140625
1679643956.4538186,337920,2615.717529296875
1679644047.380351,350208,2754.323974609375
1679644062.663431,352256,2791.8525390625
1679644077.982551,354304,2826.340576171875
1679644123.189138,360448,2892.63623046875
1679644137.985293,362496,2892.63623046875
1679644153.6543427,364544,2932.134765625
1679644214.8225014,372736,2983.894287109375
1679644260.376591,378880,3029.712646484375
1679644275.6764545,380928,3045.136474609375
1679644290.5153418,382976,3045.136474609375
1679644351.1698763,391168,3095.144287109375
1679644366.4427981,393216,3110.26220703125
1679644381.2701404,395264,3110.26220703125
1679644426.7457538,401408,3143.306396484375
1679644487.64836,409600,3181.2265625
1679644533.6379104,415744,3206.555908203125
1679644549.1104894,417792,3219.110107421875
1679644564.3058589,419840,3229.55029296875
1679644579.1137688,421888,3229.55029296875
1679644609.777581,425984,3250.514892578125
1679644639.82875,430080,3262.14208984375
1679644670.8115523,434176,3273.10546875
1679644701.5813248,438272,3294.30419921875
1679644731.814627,442368,3304.721435546875
1679644746.9914196,444416,3316.254638671875
1679644792.4771495,450560,3337.272216796875
1679644807.722279,452608,3348.224609375
1679644822.5120118,454656,3348.224609375
1679644837.9816277,456704,3359.576416015625
1679644868.2185829,460800,3371.483154296875
1679644945.2034764,471040,3423.41064453125
1679645066.4863648,487424,3491.24072265625
1679645096.7715049,491520,3503.07666015625
1679645127.394026,495616,3526.528564453125
1679645172.8053982,501760,3549.198486328125
1679645188.2850885,503808,3564.085205078125
1679645202.8753285,505856,3564.085205078125
1679645309.4007804,520192,3678.304443359375
1679645324.8893228,522240,3692.524169921875
1679645385.223677,530432,3726.932373046875
1679645400.4600167,532480,3740.565673828125
1679645415.9665675,534528,3753.72021484375
1679645446.2636693,538624,3763.4794921875
1679645567.5684583,555008,3828.868408203125
1679645582.3855636,557056,3828.868408203125
1679645627.846707,563200,3844.968505859375
1679645659.7346919,567296,3860.954345703125
1679645690.290472,571392,3869.70361328125
1679645720.3150601,575488,3877.233642578125
1679645751.1019506,579584,3887.451171875
1679645766.0273428,581632,3887.451171875
1679645796.6003842,585728,3897.776123046875
1679645826.7543879,589824,3901.81787109375
1679645841.8940618,591872,3906.63916015625
1679645872.0691962,595968,3911.290283203125
1679645948.0099146,606208,3926.443603515625
1679645962.9107766,608256,3926.443603515625
1679645978.333768,610304,3931.475830078125
1679645993.5669587,612352,3935.994140625
1679646114.0318549,628736,3958.746826171875
