Wall time,Step,ep_len_mean,ep_rew_mean
1679740769.83956,1171456,2988.2900390625,-737.795959472656
1679740783.62584,1173504,2988.2900390625,-737.795959472656
1679740798.21807,1175552,2988.2900390625,-737.77685546875
1679740826.3473,1179648,2988.2900390625,-737.761413574219
1679740840.63675,1181696,2988.2900390625,-737.690246582031
1679740855.25305,1183744,2988.2900390625,-737.622497558594
1679740898.18086,1189888,2988.2900390625,-737.289489746094
1679740955.4214,1198080,2988.2900390625,-736.825012207031
1679740969.48314,1200128,2988.2900390625,-736.825012207031
1679740983.92485,1202176,2988.2900390625,-736.757385253906
1679741012.03147,1206272,2988.2900390625,-736.702697753906
1679741026.42736,1208320,2988.2900390625,-736.607421875
1679741040.98971,1210368,2988.2900390625,-736.461364746094
1679741055.20756,1212416,2988.2900390625,-736.461364746094
1679741070.46862,1214464,2988.32006835937,-736.327453613281
1679741084.77465,1216512,2989.17993164062,-736.079956054688
1679741098.54094,1218560,2989.17993164062,-736.079956054688
1679741112.8319,1220608,2988.68994140625,-735.900939941406
1679741127.14324,1222656,2989.51000976562,-735.762390136719
1679741141.42263,1224704,2991.52001953125,-725.670349121094
1679741155.73569,1226752,2991.52001953125,-725.670349121094
1679741170.10878,1228800,2992.71997070312,-725.542358398438
1679741198.40715,1232896,2993.830078125,-725.36328125
1679741212.75338,1234944,2994.72998046875,-725.231201171875
1679741227.07126,1236992,2995.10009765625,-725.040344238281
1679741241.00754,1239040,2995.10009765625,-725.040344238281
1679741255.56802,1241088,2996.02001953125,-714.860168457031
1679741269.96143,1243136,2996.36010742188,-704.677307128906
1679741284.04034,1245184,2996.36010742188,-704.677307128906
1679741298.63154,1247232,2996.36010742188,-704.338317871094
1679741313.04397,1249280,2996.36010742188,-704.142761230469
1679741326.89018,1251328,2996.36010742188,-704.142761230469
1679741356.09382,1255424,2997.77001953125,-683.513549804688
1679741370.47171,1257472,2997.919921875,-673.314025878906
1679741384.54688,1259520,2997.919921875,-673.314025878906
1679741399.05733,1261568,2997.919921875,-673.146850585938
1679741413.45022,1263616,2997.919921875,-672.935791015625
1679741427.25591,1265664,2997.919921875,-672.935791015625
1679741441.70915,1267712,2997.919921875,-672.719543457031
1679741456.11691,1269760,2997.919921875,-672.445983886719
1679741469.96587,1271808,2997.919921875,-672.445983886719
1679741484.23562,1273856,2997.919921875,-672.073974609375
1679741498.66601,1275904,2997.919921875,-671.848510742188
1679741512.87324,1277952,2997.919921875,-671.848510742188
1679741541.91225,1282048,2997.919921875,-671.560241699219
1679741555.79622,1284096,2997.919921875,-671.560241699219
1679741570.22519,1286144,2997.919921875,-671.243225097656
1679741584.6735,1288192,2997.919921875,-671.090759277344
