Wall time,Step,Value
1680657278.7439518,2048,443.6666564941406
1680657309.7563338,6144,1019.5999755859375
1680657324.9313831,8192,1350.0
1680657339.3924398,10240,1350.0
1680657384.1839874,16384,1763.0
1680657415.4305964,20480,2010.800048828125
1680657430.401181,22528,2010.800048828125
1680657447.1193256,24576,2100.9091796875
1680657493.2549758,30720,2239.53857421875
1680657508.8244414,32768,2294.0
1680657523.7818022,34816,2294.0
1680657539.2375991,36864,2341.199951171875
1680657554.8012223,38912,2382.5
1680657569.7102928,40960,2382.5
1680657585.2836685,43008,2418.941162109375
1680657600.6796448,45056,2451.333251953125
1680657615.8182194,47104,2451.333251953125
1680657631.4083536,49152,2480.315673828125
1680657662.4020636,53248,2530.0
1680657677.7997882,55296,2530.0
1680657693.556399,57344,2551.45458984375
1680657709.226295,59392,2571.04345703125
1680657724.3876932,61440,2571.04345703125
1680657740.2175896,63488,2578.583251953125
1680657755.892071,65536,2595.52001953125
1680657771.2782216,67584,2595.52001953125
1680657787.0285914,69632,2611.15380859375
1680657802.6056201,71680,2625.629638671875
1680657834.142471,75776,2611.27587890625
1680657850.365848,77824,2506.193603515625
1680657867.5180774,79872,2341.61767578125
1680657885.213266,81920,2100.435791015625
1680657902.112973,83968,1949.9766845703125
1680657934.5850213,88064,1832.1875
1680657951.2201736,90112,1754.0391845703125
1680658000.5480955,96256,1630.2373046875
1680658017.217717,98304,1582.8870849609375
1680658033.34649,100352,1549.25
1680658049.1961782,102400,1557.03076171875
1680658065.0075498,104448,1578.9241943359375
1680658080.0612657,106496,1578.9241943359375
1680658097.2827656,108544,1567.9130859375
1680658114.6103477,110592,1511.02734375
1680658131.8451364,112640,1458.987060546875
1680658149.195248,114688,1414.370361328125
1680658184.4647274,118784,1318.111083984375
1680658201.8803005,120832,1281.4893798828125
1680658237.2970333,124928,1239.4200439453125
1680658254.2765572,126976,1215.199951171875
1680658271.5821624,129024,1115.27001953125
1680658289.9120643,131072,958.9500122070312
1680658325.0022404,135168,759.5900268554688
1680658342.233303,137216,692.3599853515625
1680658359.262793,139264,628.5999755859375
1680658376.184989,141312,620.9299926757812
1680658407.1244552,145408,647.1400146484375
1680658422.942153,147456,672.52001953125
1680658438.0993037,149504,672.52001953125
1680658453.89648,151552,699.0800170898438
1680658484.6916332,155648,722.7999877929688
1680658500.2455778,157696,747.280029296875
1680658516.0357933,159744,773.4600219726562
1680658531.7919974,161792,795.2899780273438
1680658547.3918562,163840,805.7899780273438
1680658563.9419596,165888,823.8699951171875
1680658579.4418864,167936,834.0499877929688
1680658595.095127,169984,839.2100219726562
1680658611.3581674,172032,847.8800048828125
1680658626.9634929,174080,857.6300048828125
1680658643.5774846,176128,871.2899780273438
1680658659.3324182,178176,878.9199829101562
1680658675.5993538,180224,893.1799926757812
1680658691.249289,182272,901.9000244140625
1680658707.5185738,184320,909.3099975585938
1680658723.7404346,186368,909.1799926757812
1680658755.444503,190464,931.6400146484375
1680658787.6449351,194560,954.6799926757812
1680658804.005686,196608,973.239990234375
1680658819.9361684,198656,966.9600219726562
1680658868.0153244,204800,964.8599853515625
1680658883.5146399,206848,964.8599853515625
1680658900.0908492,208896,990.3400268554688
1680658931.412525,212992,1015.6199951171875
1680658947.354281,215040,1040.1500244140625
1680658978.627338,219136,1063.8499755859375
1680658994.4023414,221184,1089.22998046875
1680659010.0584335,223232,1113.6500244140625
1680659025.9098506,225280,1138.739990234375
1680659040.901284,227328,1138.739990234375
1680659056.410757,229376,1164.489990234375
1680659072.1335397,231424,1188.93994140625
1680659103.8316886,235520,1212.1700439453125
1680659119.7149813,237568,1236.97998046875
1680659135.101985,239616,1236.97998046875
1680659150.9159267,241664,1262.25
1680659166.741175,243712,1286.800048828125
1680659182.0320776,245760,1286.800048828125
1680659197.450796,247808,1311.969970703125
1680659213.334635,249856,1338.1099853515625
1680659228.562391,251904,1338.1099853515625
1680659244.4144616,253952,1363.3800048828125
1680659275.4151647,258048,1389.77001953125
1680659291.0055106,260096,1414.8499755859375
1680659306.8478258,262144,1439.56005859375
1680659322.176964,264192,1439.56005859375
1680659338.2780025,266240,1464.8599853515625
1680659354.512421,268288,1491.010009765625
1680659370.2427957,270336,1516.3199462890625
1680659385.4667048,272384,1516.3199462890625
1680659417.0580912,276480,1565.8800048828125
1680659448.0515208,280576,1592.31005859375
1680659463.865865,282624,1618.0999755859375
1680659478.7228184,284672,1618.0999755859375
1680659494.300243,286720,1642.510009765625
1680659510.1223464,288768,1668.1700439453125
1680659525.4818013,290816,1668.1700439453125
1680659556.8616707,294912,1718.550048828125
1680659572.1676536,296960,1718.550048828125
1680659588.1094737,299008,1742.8599853515625
1680659603.653816,301056,1767.8800048828125
1680659618.7458918,303104,1767.8800048828125
1680659634.2749817,305152,1792.9100341796875
1680659664.936686,309248,1815.699951171875
1680659696.248986,313344,1863.4200439453125
