Wall time,Step,Value
1680658218.579212,10240,-472.46466064453125
1680658240.9592288,12288,-414.72515869140625
1680658371.5893428,24576,-319.6727600097656
1680658451.4181607,32768,-413.0644226074219
1680658466.692536,34816,-413.0644226074219
1680658526.180509,40960,-110.93901062011719
1680658547.620094,43008,-112.26513671875
1680658569.8102899,45056,-108.68934631347656
1680658605.9966674,49152,-56.16781234741211
1680658627.7984204,51200,-54.09638977050781
1680658686.1772506,57344,58.29551315307617
1680658707.5608957,59392,12.888381958007812
1680658826.0096073,71680,61.7977409362793
1680658921.8720028,81920,129.94586181640625
1680658965.5662792,86016,53.67379379272461
1680659104.15835,100352,66.06025695800781
1680659119.4674358,102400,66.06025695800781
1680659142.1657655,104448,61.000640869140625
1680659179.2602563,108544,56.13311767578125
1680659239.2681515,114688,101.03309631347656
1680659305.6158087,120832,172.29217529296875
1680659365.0653834,126976,210.41226196289062
1680659380.5184917,129024,210.41226196289062
1680659403.0835085,131072,203.44113159179688
1680659424.1762838,133120,233.56137084960938
1680659461.7245204,137216,227.59420776367188
1680659483.6975558,139264,220.6806640625
1680659498.961564,141312,220.6806640625
1680659520.1941323,143360,240.35693359375
1680659557.2381532,147456,244.20582580566406
1680659579.516652,149504,255.1776123046875
1680659697.5128596,161792,230.63499450683594
1680659741.0551805,165888,205.84893798828125
1680659763.1740527,167936,213.85694885253906
1680659806.9744604,172032,189.23147583007812
1680659878.9543078,178176,152.91925048828125
1680659960.0517027,186368,258.0787048339844
1680660159.329448,206848,361.5657958984375
1680660187.3456266,208896,340.64129638671875
1680660246.3557258,215040,356.5942077636719
1680660305.4817054,221184,350.7602233886719
1680660327.594486,223232,373.0614318847656
1680660365.1967766,227328,401.9078674316406
1680660505.4106596,241664,400.8463439941406
1680660601.5798972,251904,388.9478759765625
1680660682.140574,260096,411.5546569824219
1680660704.6086497,262144,407.01904296875
1680660741.3601747,266240,405.4596252441406
1680660778.5165262,270336,402.67449951171875
1680660801.2859988,272384,400.1611633300781
1680660898.3337417,282624,455.1011047363281
1680660927.3709753,284672,471.2065124511719
1680661067.2736218,299008,543.7037353515625
1680661110.851933,303104,554.6359252929688
1680661126.1783237,305152,554.6359252929688
1680661183.9703765,311296,585.8767700195312
1680661324.7794676,325632,636.2845458984375
1680661383.525758,331776,641.193603515625
1680661426.6222224,335872,650.3922729492188
1680661469.7495947,339968,669.64208984375
1680661587.9464571,352256,732.2766723632812
1680661609.2496066,354304,745.4929809570312
1680661624.7481594,356352,745.4929809570312
1680661690.6393316,362496,790.2520141601562
1680661712.1845155,364544,790.262451171875
1680661733.6958811,366592,808.4566040039062
1680661808.3592799,374784,868.9013061523438
1680661866.06281,380928,914.412841796875
1680661888.3342025,382976,938.046875
1680661909.8396876,385024,933.9315185546875
1680661990.2733426,393216,949.4332275390625
1680662011.4349673,395264,951.1524658203125
1680662033.223998,397312,953.339111328125
1680662092.1688929,403456,1018.4827270507812
1680662165.690737,411648,1038.8515625
1680662224.893931,417792,1076.875244140625
1680662246.813332,419840,1112.1990966796875
1680662267.964063,421888,1146.24267578125
1680662283.454687,423936,1146.24267578125
1680662327.572728,428032,1200.5550537109375
1680662365.0917845,432128,1227.135986328125
1680662409.0930126,436224,1269.932373046875
1680662446.0234776,440320,1303.683837890625
1680662483.3702264,444416,1321.283203125
1680662505.1009886,446464,1366.1392822265625
1680662564.1617973,452608,1441.114990234375
1680662585.7012987,454656,1476.6448974609375
1680662601.0692348,456704,1476.6448974609375
1680662623.4830275,458752,1503.4913330078125
1680662661.115311,462848,1531.5374755859375
1680662762.8613431,473088,1517.96875
1680662918.9520645,489472,1611.3956298828125
1680662963.1471395,493568,1649.5235595703125
1680663000.178927,497664,1678.8062744140625
1680663059.4610045,503808,1714.503173828125
1680663081.5826192,505856,1744.7835693359375
1680663097.0938194,507904,1744.7835693359375
1680663239.5934575,522240,1811.954833984375
1680663261.028107,524288,1832.0511474609375
1680663342.0949786,532480,1920.3687744140625
1680663357.259361,534528,1920.3687744140625
1680663378.7357988,536576,1964.7447509765625
1680663415.299872,540672,1996.7525634765625
1680663576.2424614,557056,2165.373779296875
1680663591.7282627,559104,2165.373779296875
1680663656.3935254,565248,2207.435791015625
1680663693.4057264,569344,2224.297119140625
1680663730.788845,573440,2269.85498046875
1680663774.1404943,577536,2348.095458984375
1680663811.854084,581632,2385.219482421875
1680663833.4366045,583680,2421.19873046875
1680663869.9506485,587776,2453.775146484375
1680663907.2930536,591872,2466.873046875
1680663940.9156132,593920,2457.01611328125
1680663977.3089254,598016,2491.45458984375
1680664079.3192368,608256,2572.76806640625
1680664094.4646065,610304,2572.76806640625
1680664116.4633024,612352,2597.41650390625
1680664139.1815565,614400,2611.306396484375
1680664294.9189782,630784,2709.017578125
1680664331.3457754,634880,2724.996337890625
1680664352.3279474,636928,2756.3994140625
1680664411.3159418,643072,2763.802490234375
1680664492.3176394,651264,2815.19287109375
1680664529.7251837,655360,2814.68603515625
1680664550.6120558,657408,2819.648193359375
1680664610.8769882,663552,2831.21875
1680664648.2101722,667648,2832.14013671875
1680664751.9379816,677888,2866.126220703125
1680664788.1803284,681984,2875.807373046875
1680664809.7811399,684032,2912.9052734375
1680664906.1429913,694272,2953.83544921875
1680664927.3451445,696320,2962.479736328125
1680664964.7407458,700416,2963.24609375
1680665024.116608,706560,2986.265625
1680665067.9645143,710656,3015.5830078125
1680665083.1325297,712704,3015.5830078125
1680665164.7723587,720896,3009.4228515625
1680665202.6095552,724992,3017.1650390625
1680665225.1692662,727040,3025.045654296875
1680665247.4114501,729088,3045.989501953125
1680665328.1047006,737280,3081.644287109375
1680665402.2190726,745472,3090.14794921875
1680665424.6711967,747520,3092.902587890625
1680665446.6885326,749568,3105.66064453125
1680665462.0255184,751616,3105.66064453125
1680665484.305612,753664,3107.64404296875
1680665506.4603765,755712,3121.05712890625
1680665639.9479935,770048,3178.29296875
1680665704.8466508,776192,3220.434814453125
1680665720.1537097,778240,3220.434814453125
1680665884.2407491,794624,3238.8642578125
1680665957.8362322,802816,3256.75146484375
1680665979.3105958,804864,3262.355224609375
1680666001.7624161,806912,3281.815185546875
1680666016.8906457,808960,3281.815185546875
1680666038.7995512,811008,3279.326904296875
1680666097.4177544,817152,3306.0283203125
1680666198.7135153,827392,3322.9501953125
1680666236.4354515,831488,3314.17431640625
1680666324.5651085,839680,3283.291015625
1680666339.9262216,841728,3283.291015625
1680666420.8758068,849920,3266.87890625
1680666443.0451026,851968,3273.02978515625
1680666458.2255218,854016,3273.02978515625
1680666518.0147066,860160,3281.21240234375
1680666577.0238576,866304,3289.61279296875
1680666598.6507287,868352,3295.470703125
1680666662.4902198,874496,3226.44482421875
1680666684.9688172,876544,3212.521240234375
1680666758.6284966,884736,3215.56005859375
1680666861.330577,894976,3308.51171875
1680666876.4867103,897024,3308.51171875
1680666898.4999366,899072,3319.02099609375
1680666942.8917716,903168,3312.9677734375
1680666958.264729,905216,3312.9677734375
1680666980.1294558,907264,3293.507080078125
1680667016.9588156,911360,3299.671630859375
1680667038.5032878,913408,3317.58203125
1680667060.3073654,915456,3316.1005859375
1680667075.4920235,917504,3316.1005859375
1680667155.3496315,925696,3339.070556640625
1680667191.5586476,929792,3358.169189453125
1680667213.0733094,931840,3345.950439453125
1680667235.5127463,933888,3365.640625
1680667273.3324258,937984,3385.38427734375
1680667316.1763313,942080,3408.163818359375
1680667353.5490117,946176,3412.802001953125
1680667375.7104409,948224,3424.7705078125
1680667450.9906335,956416,3448.293701171875
1680667472.8375244,958464,3451.909912109375
1680667510.9310591,962560,3454.8369140625
1680667554.0046685,966656,3463.7197265625
1680667628.1950598,974848,3492.783447265625
1680667650.5526266,976896,3476.233154296875
1680667710.9261875,983040,3487.177490234375
1680667732.9972718,985088,3487.818359375
1680667754.4537852,987136,3505.21142578125
1680667769.499574,989184,3505.21142578125
1680667811.5931668,993280,3501.521240234375
1680667827.239286,995328,3501.521240234375
1680667886.0304673,1001472,3518.951171875
1680667908.1954384,1003520,3527.41552734375
1680667929.9372737,1005568,3526.807373046875
1680667967.038774,1009664,3517.0458984375
1680668025.8667257,1015808,3554.81396484375
1680668106.1304595,1024000,3581.11083984375
1680668185.6155262,1032192,3601.356689453125
1680668200.735633,1034240,3601.356689453125
1680668259.0024471,1040384,3609.580078125
1680668318.308722,1046528,3604.870361328125
1680668340.0311997,1048576,3624.616943359375
1680668361.7260594,1050624,3627.67822265625
1680668376.9630883,1052672,3627.67822265625
1680668398.3979192,1054720,3614.861328125
1680668420.4872808,1056768,3635.053955078125
1680668479.4618242,1062912,3637.439208984375
1680668495.1393204,1064960,3637.439208984375
1680668518.012181,1067008,3637.947021484375
1680668539.5550144,1069056,3652.134033203125
1680668598.0158,1075200,3664.05419921875
1680668737.4258342,1089536,3693.14990234375
1680668796.4961357,1095680,3693.29248046875
1680668811.9571989,1097728,3693.29248046875
1680668855.7175856,1101824,3687.592529296875
1680668871.12984,1103872,3687.592529296875
1680668893.1313813,1105920,3704.276611328125
1680668930.120649,1110016,3697.87451171875
1680668974.7999313,1114112,3722.845458984375
1680669012.1705353,1118208,3741.154296875
1680669056.0831213,1122304,3762.0791015625
1680669071.1529682,1124352,3762.0791015625
1680669130.7727802,1130496,3771.410400390625
1680669174.1727068,1134592,3808.422119140625
1680669232.5101988,1140736,3826.469970703125
1680669247.7512043,1142784,3826.469970703125
1680669372.8295596,1155072,3827.52783203125
1680669401.2126205,1157120,3782.769775390625
1680669422.409217,1159168,3796.910400390625
1680669504.3585727,1167360,3811.93310546875
1680669576.0516946,1173504,3739.282958984375
1680669613.0102923,1177600,3742.340576171875
1680669672.7528496,1183744,3749.2275390625
1680669759.9509716,1191936,3700.945556640625
1680669841.2333372,1200128,3702.90380859375
1680669856.5724652,1202176,3702.90380859375
1680669890.646646,1204224,3614.23486328125
1680669928.076693,1208320,3615.457275390625
1680669971.7403965,1212416,3592.8115234375
1680669986.963105,1214464,3592.8115234375
1680670014.5577424,1216512,3540.4052734375
1680670057.646768,1220608,3493.28955078125
1680670094.692562,1224704,3490.713623046875
1680670116.9015775,1226752,3485.694091796875
1680670145.1866825,1228800,3440.76513671875
1680670160.4202504,1230848,3440.76513671875
1680670219.401698,1236992,3460.818115234375
1680670240.8670526,1239040,3475.243896484375
1680670343.0548313,1249280,3433.846435546875
1680670386.6070323,1253376,3437.972412109375
1680670446.053058,1259520,3450.820068359375
1680670461.3984709,1261568,3450.820068359375
1680670505.5592341,1265664,3450.358642578125
1680670542.6510417,1269760,3446.419189453125
1680670580.0767872,1273856,3453.799560546875
1680670623.8062832,1277952,3451.234619140625
1680670645.2057738,1280000,3452.44775390625
1680670703.704281,1286144,3438.738525390625
1680670746.6697326,1290240,3368.62890625
1680670762.0322049,1292288,3368.62890625
1680670842.6715748,1300480,3349.973876953125
1680670929.4098165,1308672,3300.380859375
1680670987.825827,1314816,3298.557861328125
1680671010.0271537,1316864,3296.8232421875
1680671025.4700792,1318912,3296.8232421875
1680671047.171169,1320960,3297.672119140625
1680671068.728971,1323008,3283.007080078125
1680671171.343725,1333248,3230.967529296875
1680671208.2884016,1337344,3216.34033203125
1680671230.9866488,1339392,3216.74755859375
1680671252.4707692,1341440,3213.68115234375
1680671268.0197399,1343488,3213.68115234375
1680671296.4277716,1345536,3157.707763671875
1680671356.9040124,1351680,3157.2646484375
1680671393.4505792,1355776,3161.39208984375
1680671534.6542192,1370112,3160.37109375
1680671593.4069338,1376256,3147.227783203125
1680671701.4560683,1386496,3030.00830078125
1680671723.4273365,1388544,3044.574951171875
1680671745.485833,1390592,3059.09375
1680671804.6412518,1396736,3046.3798828125
1680671848.113589,1400832,3045.97607421875
1680671870.4555435,1402880,3045.908935546875
1680671885.7026727,1404928,3045.908935546875
1680671950.1829534,1411072,3059.271728515625
1680672058.1092768,1421312,2994.9345703125
1680672107.4113991,1425408,3051.669677734375
1680672144.4032252,1429504,3033.24072265625
1680672171.6420448,1431552,2994.77783203125
1680672209.3661308,1435648,2978.8115234375
1680672268.558818,1441792,3041.5830078125
1680672290.6458762,1443840,3044.62158203125
1680672327.5719562,1447936,3043.876953125
1680672413.399878,1456128,3073.0712890625
1680672441.1609502,1458176,3015.2607421875
1680672477.7148523,1462272,3030.31591796875
1680672542.8543425,1468416,3035.459228515625
1680672586.7423828,1472512,3061.53564453125
1680672652.5302188,1478656,3040.447021484375
1680672667.6409633,1480704,3040.447021484375
1680672710.9027023,1484800,3098.46533203125
1680672754.5389998,1488896,3023.898681640625
1680672776.958806,1490944,3007.90673828125
1680672814.7980494,1495040,3064.5986328125
1680672837.1964054,1497088,3074.69873046875
1680672879.9404795,1501184,3013.826171875
1680672902.07065,1503232,3011.29296875
1680672917.473673,1505280,3011.29296875
1680673020.0051565,1515520,2962.81005859375
1680673106.984627,1523712,2912.0810546875
1680673128.9892726,1525760,2891.161865234375
1680673144.0722108,1527808,2891.161865234375
1680673371.3927917,1550336,2884.466796875
1680673386.595743,1552384,2884.466796875
1680673430.8221169,1556480,2944.251953125
1680673555.2631097,1568768,2864.2490234375
1680673570.907967,1570816,2864.2490234375
1680673636.7161756,1576960,2851.4345703125
1680673651.9984016,1579008,2851.4345703125
1680673710.6679714,1585152,2898.409423828125
1680673769.315674,1591296,2885.880615234375
1680673791.2755969,1593344,2877.575439453125
1680673829.541979,1597440,2935.404296875
1680673851.7076206,1599488,2934.067138671875
1680673880.0378797,1601536,2870.791015625
1680673895.172931,1603584,2870.791015625
1680673917.8139997,1605632,2871.608154296875
1680674048.5470889,1617920,2772.330078125
1680674108.4301405,1624064,2831.640869140625
1680674262.760122,1640448,2871.4169921875
1680674377.0928674,1650688,2753.060302734375
1680674398.9166393,1652736,2754.21630859375
1680674421.0351264,1654784,2811.914794921875
1680674436.533729,1656832,2811.914794921875
1680674496.2933142,1662976,2816.384521484375
1680674658.9981458,1679360,2919.908935546875
1680674674.252627,1681408,2919.908935546875
1680674718.060577,1685504,2915.61328125
1680674754.8207042,1689600,2972.5439453125
1680674835.5287468,1697792,2967.205078125
1680674857.7181861,1699840,2981.837158203125
1680674938.2808292,1708032,2979.348876953125
1680674960.2779036,1710080,2963.283447265625
1680674997.8487399,1714176,2963.335693359375
1680675020.6794453,1716224,2994.947998046875
1680675042.1990225,1718272,3051.020751953125
1680675079.1852407,1722368,3035.252685546875
1680675101.367689,1724416,3051.47314453125
1680675159.8097332,1730560,3099.1796875
1680675197.455327,1734656,3098.720458984375
1680675300.0887208,1744896,3109.439453125
1680675327.6241548,1746944,3067.740234375
